view,package,title,license,description,url,authors
ChemPhys,errors,Uncertainty Propagation for R Vectors,MIT + file LICENSE,"Support for measurement errors in R vectors, matrices and arrays:
automatic uncertainty propagation and reporting.
Documentation about 'errors' is provided in the paper by Ucar, Pebesma &
Azcorra (2018, <doi:10.32614/RJ-2018-075>), included in this package as a
vignette; see 'citation(""errors"")' for details.",https://github.com/r-quantities/errors,"Iñaki Ucar [aut, cph, cre] (<https://orcid.org/0000-0001-6403-5550>)"
ChemPhys,fastICA,FastICA Algorithms to Perform ICA and Projection Pursuit,GPL-2 | GPL-3,"Implementation of FastICA algorithm to perform Independent
Component Analysis (ICA) and Projection Pursuit.",NA,"J L Marchini, C Heaton and B D Ripley <ripley@stats.ox.ac.uk>"
ChemPhys,fingerprint,Functions to Operate on Binary Fingerprint Data,GPL,"Functions to manipulate binary fingerprints
of arbitrary length. A fingerprint is represented by an object of S4 class 'fingerprint'
which is internally represented a vector of integers, such
that each element represents the position in the fingerprint that is set to 1.
The bitwise logical functions in R are overridden so that they can be used directly
with 'fingerprint' objects. A number of distance metrics are also
available (many contributed by Michael Fadock). Fingerprints
can be converted to Euclidean vectors (i.e., points on the unit hypersphere) and
can also be folded using OR.  Arbitrary fingerprint formats can be handled via line
handlers. Currently handlers are provided for CDK, MOE and BCI fingerprint data.",NA,Rajarshi Guha <rajarshi.guha@gmail.com>
ChemPhys,FITSio,FITS (Flexible Image Transport System) Utilities,GPL (>= 2),"Utilities to read and write files in the FITS (Flexible
Image Transport System) format, a standard format in astronomy (see
e.g. <https://en.wikipedia.org/wiki/FITS> for more information).
Present low-level routines allow: reading, parsing, and modifying
FITS headers; reading FITS images (multi-dimensional arrays);
reading FITS binary and ASCII tables; and writing FITS images
(multi-dimensional arrays).  Higher-level functions allow: reading
files composed of one or more headers and a single (perhaps
multidimensional) image or single table; reading tables into
data frames; generating vectors for image array axes; scaling and
writing images as 16-bit integers.  Known incompletenesses are
reading random group extensions, as well as
bit, complex, and array descriptor data types in binary tables.",NA,Andrew Harris
ChemPhys,fmri,Analysis of fMRI Experiments,GPL (>= 2),"Contains R-functions to perform an fMRI analysis as described in
Tabelow et al. (2006) <DOI:10.1016/j.neuroimage.2006.06.029>,
Polzehl et al. (2010) <DOI:10.1016/j.neuroimage.2010.04.241>,
Tabelow and Polzehl (2011) <DOI:10.18637/jss.v044.i11>.",http://www.wias-berlin.de/software/imaging/,"Karsten Tabelow [aut, cre],
Joerg Polzehl [aut],
Brandon Whitcher [ctb],
Dames Sibylle [ctb]"
ChemPhys,fpca,Restricted MLE for Functional Principal Components Analysis,GPL (>= 2),"A geometric approach to MLE for functional principal
components",anson.ucdavis.edu/~jie/software.html,"Jie Peng <jie@wald.ucdavis.edu> , Debashis Paul
<debashis@wald.ucdavis.edu>"
ChemPhys,FTICRMS,"Programs for Analyzing Fourier Transform-Ion Cyclotron Resonance
Mass Spectrometry Data",GPL-2,"This package was developed partially with funding from the
NIH Training Program in Biomolecular Technology
(2-T32-GM08799).",NA,Don Barkauskas
ChemPhys,homals,Gifi Methods for Optimal Scaling,GPL,"Performs a homogeneity analysis (multiple correspondence analysis) and various extensions. Rank restrictions on the category quantifications can be imposed (nonlinear PCA). The categories are transformed by means of optimal scaling with options for nominal, ordinal, and numerical scale levels (for rank-1 restrictions). Variables can be grouped into sets, in order to emulate regression analysis and canonical correlation analysis.",http://r-forge.r-project.org/projects/psychor/,"Patrick Mair [aut, cre],
Jan De Leeuw [aut]"
ChemPhys,hyperSpec,"Work with Hyperspectral Data, i.e. Spectra + Meta Information
(Spatial, Time, Concentration, ...)",GPL (>= 3),"Comfortable ways to work with hyperspectral data sets.
I.e. spatially or time-resolved spectra, or spectra with any other kind
of information associated with each of the spectra. The spectra can be data
as obtained in XRF, UV/VIS, Fluorescence, AES, NIR, IR, Raman, NMR, MS,
etc. More generally, any data that is recorded over a discretized variable,
e.g. absorbance = f (wavelength), stored as a vector of absorbance values
for discrete wavelengths is suitable.",http://hyperSpec.r-forge.r-project.org/,"Claudia Beleites [aut, cre, dtc],
Valter Sergo [aut],
Alois Bonifacio [ctb, dtc],
Marcel Dahms [ctb],
Björn Egert [ctb],
Simon Fuller [ctb],
Vilmantas Gegzna [ctb],
Rustam Guliev [ctb],
Bryan Hanson [ctb],
Michael Hermes [ctb],
Martin Kammer [dtc],
Roman Kiselev [ctb],
Sebastian Mellor [ctb]"
ChemPhys,investr,Inverse Estimation/Calibration Functions,GPL (>= 2),"Functions to facilitate inverse estimation (e.g., calibration) in
linear, generalized linear, nonlinear, and (linear) mixed-effects models. A
generic function is also provided for plotting fitted regression models with
or without confidence/prediction bands that may be of use to the general
user.",https://github.com/bgreenwell/investr,Brandon M. Greenwell
ChemPhys,Iso,Functions to Perform Isotonic Regression,GPL (>= 2),"Linear order and unimodal order (univariate)
isotonic regression; bivariate isotonic regression
with linear order on both variables.",http://www.stat.auckland.ac.nz/~rolf/,Rolf Turner <r.turner@auckland.ac.nz>
ChemPhys,kohonen,Supervised and Unsupervised Self-Organising Maps,GPL (>= 2),"Functions to train self-organising maps (SOMs). Also interrogation of the maps and prediction using trained maps are supported. The name of the package refers to Teuvo Kohonen, the inventor of the SOM.",NA,Ron Wehrens and Johannes Kruisselbrink
ChemPhys,leaps,Regression Subset Selection,GPL (>= 2),"Regression subset selection, including exhaustive search.",NA,Thomas Lumley based on Fortran code by Alan Miller
ChemPhys,lira,LInear Regression in Astronomy,GPL-2,"Performs Bayesian linear regression and forecasting in astronomy. The method accounts for heteroscedastic errors in both the independent and the dependent variables, intrinsic scatters (in both variables) and scatter correlation, time evolution of slopes, normalization, scatters, Malmquist and Eddington bias, upper limits and break of linearity. The posterior distribution of the regression parameters is sampled with a Gibbs method exploiting the JAGS library.",NA,Mauro Sereno
ChemPhys,lspls,LS-PLS Models,GPL-2,"Implements the LS-PLS (least squares - partial least squares)
method described in for instance Jørgensen, K., Segtnan, V. H., Thyholt, K.,
Næs, T. (2004)  ""A Comparison of Methods for Analysing Regression Models with
Both Spectral and Designed Variables""
Journal of Chemometrics, 18(10), 451--464, <doi:10.1002/cem.890>.","http://mevik.net/work/software/lspls.html,
https://github.com/bhmevik/lspls","Bjørn-Helge Mevik [aut, cre]"
ChemPhys,MALDIquant,Quantitative Analysis of Mass Spectrometry Data,GPL (>= 3),"A complete analysis pipeline for matrix-assisted laser
desorption/ionization-time-of-flight (MALDI-TOF) and other
two-dimensional mass spectrometry data. In addition to commonly
used plotting and processing methods it includes distinctive
features, namely baseline subtraction methods such as
morphological filters (TopHat) or the statistics-sensitive
non-linear iterative peak-clipping algorithm (SNIP), peak
alignment using warping functions, handling of replicated
measurements as well as allowing spectra with different
resolutions.","http://strimmerlab.org/software/maldiquant/
https://github.com/sgibb/MALDIquant/","Sebastian Gibb [aut, cre] (<https://orcid.org/0000-0001-7406-4443>),
Korbinian Strimmer [ths] (<https://orcid.org/0000-0001-7917-2056>)"
ChemPhys,MALDIrppa,MALDI Mass Spectrometry Data Robust Pre-Processing and Analysis,GPL (>= 2),Provides methods for quality control and robust pre-processing and analysis of MALDI mass spectrometry data.,NA,Javier Palarea-Albaladejo
ChemPhys,measurements,Tools for Units of Measurement,GPL-3,"Collection of tools to make working with physical measurements
easier. Convert between metric and imperial units, or calculate a dimension's
unknown value from other dimensions' measurements.",NA,Matthew A. Birk
ChemPhys,metRology,Support for Metrological Applications,GPL (>= 2),"Provides classes and calculation and plotting functions
for metrology applications, including measurement uncertainty estimation
and inter-laboratory metrology comparison studies.",https://r-forge.r-project.org/projects/metrology/,Stephen L R Ellison <s.ellison@lgc.co.uk>.
ChemPhys,minpack.lm,"R Interface to the Levenberg-Marquardt Nonlinear Least-Squares
Algorithm Found in MINPACK, Plus Support for Bounds",GPL-3,"The nls.lm function provides an R interface to lmder and lmdif from the MINPACK library, for solving nonlinear least-squares problems by a modification of the Levenberg-Marquardt algorithm, with support for lower and upper parameter bounds.  The implementation can be used via nls-like calls using the nlsLM function.",NA,"Timur V. Elzhov, Katharine M. Mullen, Andrej-Nikolai Spiess, Ben Bolker"
ChemPhys,NISTunits,Fundamental Physical Constants and Unit Conversions from NIST,GPL (>= 3),"Fundamental physical constants (Quantity, Value, Uncertainty, Unit) for
SI (International System of Units) and non-SI units, plus unit conversions
Based on the data from NIST (National Institute of Standards and Technology, USA)",NA,"Jose Gama [aut, cre]"
ChemPhys,nlme,Linear and Nonlinear Mixed Effects Models,GPL (>= 2) | file LICENCE,Fit and compare Gaussian linear and nonlinear mixed-effects models.,https://svn.r-project.org/R-packages/trunk/nlme,"José Pinheiro [aut] (S version),
Douglas Bates [aut] (up to 2007),
Saikat DebRoy [ctb] (up to 2002),
Deepayan Sarkar [ctb] (up to 2005),
EISPACK authors [ctb] (src/rs.f),
Siem Heisterkamp [ctb] (Author fixed sigma),
Bert Van Willigen [ctb] (Programmer fixed sigma),
R-core [aut, cre]"
ChemPhys,nlreg,Higher Order Inference for Nonlinear Heteroscedastic Models,GPL (>= 2) | file LICENCE,"Likelihood inference based on higher order approximations
for nonlinear models with possibly non constant variance.","https://www.r-project.org, http://statwww.epfl.ch/AA/","S original by Alessandra R. Brazzale <alessandra.brazzale@unipd.it>
and Ruggero Bellio <ruggero.bellio@uniud.it>.  R port by Alessandra R.
Brazzale <alessandra.brazzale@unipd.it>, following earlier work by
Douglas Bates."
ChemPhys,nnls,The Lawson-Hanson algorithm for non-negative least squares<U+000a>(NNLS),GPL (>= 2),An R interface to the Lawson-Hanson implementation of an<U+000a>algorithm for non-negative least squares (NNLS).  Also allows<U+000a>the combination of non-negative and non-positive constraints.,NA,Katharine M. Mullen and Ivo H. M. van Stokkum
ChemPhys,OrgMassSpecR,Organic Mass Spectrometry,BSD_2_clause + file LICENSE,Organic/biological mass spectrometry data analysis.,http://OrgMassSpec.github.io/,"Nathan Dodder [cre, aut, cph],
Katharine Mullen [ctb]"
ChemPhys,pcaPP,Robust PCA by Projection Pursuit,GPL (>= 3),"Provides functions for robust PCA by projection pursuit. The methods are described in Croux et al. (2006) <doi:10.2139/ssrn.968376>, Croux et al. (2013) <doi:10.1080/00401706.2012.727746>, Todorov and Filzmoser (2013) <doi:10.1007/978-3-642-33042-1_31>.",NA,"Peter Filzmoser, Heinrich Fritz, Klaudius Kalcher"
